Locations, fungal genotypes and tree genotypes associated with Rhizopogon vesiculosus and R. vinicolor tuberculate mycorrhizas described in:

Beiler, Kevin; Simard, Suzanne; Durall, Daniel. 2015 'Topology of tree-mycorrhizal fungus interaction networks in xeric and mesic Douglas-fir forests' Journal of Ecology

MS Reference Number: JEcol-2014-0405.R2


Plot	Site	SmpleID	GenetID	TreeID	UTM_X	UTM_Y
Plot 4	mesic	VIN-128	VIN-4-02	P4-T012	674634.27000	5636332.55500
Plot 4	mesic	VIN-129	VIN-4-02	P4-T001	674634.28900	5636333.81500
Plot 4	mesic	VIN-130	VIN-4-02	P4-T016	674633.26000	5636332.85500
Plot 4	mesic	VIN-131	VIN-4-02	P4-T012	674633.13700	5636332.91800
Plot 4	mesic	VIN-132	VIN-4-02	P4-T007	674632.87500	5636334.35700
Plot 4	mesic	VIN-133	VIN-4-02	P4-T017	674632.61100	5636332.80300
Plot 4	mesic	VIN-134	VIN-4-02	P4-T017	674632.02700	5636333.34600
Plot 4	mesic	VIN-135	VIN-4-02	P4-T040	674631.10200	5636333.73500
Plot 4	mesic	VIN-136	VIN-4-02	P4-T040	674630.78200	5636334.95000
Plot 4	mesic	VIN-137	VIN-4-02	P4-T040	674630.71200	5636334.06900
Plot 4	mesic	VIN-138	VIN-4-02	P4-T040	674631.02635	5636333.23918
Plot 4	mesic	VIN-139	VIN-4-02	P4-T020	674630.54600	5636332.60500
Plot 4	mesic	VIN-140	VIN-4-02	P4-T056	674630.94500	5636333.93400
Plot 4	mesic	VIN-141	VIN-4-02	P4-T039	674630.70300	5636333.86700
Plot 4	mesic	VIN-142	VIN-4-02	P4-T012	674633.46800	5636331.75300
Plot 4	mesic	VIN-143	VIN-4-02	P4-T015	674633.07600	5636330.37600
Plot 4	mesic	VIN-144	VIN-4-02	P4-T001	674634.63170	5636335.62548
Plot 4	mesic	VIN-145	VIN-4-02	P4-T007	674638.59523	5636330.76900
Plot 4	mesic	VIN-146	VIN-4-02	P4-T039	674631.94581	5636333.46548
Plot 4	mesic	VIN-147	VIN-4-02	P4-T040	674631.19758	5636334.71489
Plot 5	mesic	VIN-148	VIN-5-01	P5-T016	674575.16010	5636526.26880
Plot 5	mesic	VIN-149	VIN-5-01	P5-T015	674574.85710	5636526.72380
Plot 5	mesic	VIN-150	VIN-5-01	P5-T017	674576.35310	5636526.66480
Plot 5	mesic	VIN-151	VIN-5-02	P5-T019	674580.58810	5636531.63480
Plot 5	mesic	VIN-152	VIN-5-02	P5-T024	674580.30610	5636530.29280
Plot 5	mesic	VIN-153	VIN-5-02	P5-T024	674580.19810	5636530.47680
Plot 5	mesic	VIN-154	VIN-5-02	P5-T024	674580.19810	5636530.88780
Plot 5	mesic	VIN-155	VIN-5-03	P5-T018	674578.94010	5636528.19580
Plot 5	mesic	VIN-156	VIN-5-04	P5-T005	674572.33310	5636531.40280
Plot 5	mesic	VIN-157	VIN-5-04	P5-T006	674572.09810	5636531.09280
Plot 5	mesic	VIN-158	VIN-5-04	P5-T006	674572.28910	5636531.50080
Plot 5	mesic	VIN-159	VIN-5-04	P5-T004	674572.39410	5636532.50880
Plot 6	mesic	VIN-160	VIN-6-01	P6-T001	674641.79300	5636735.00500
Plot 6	mesic	VIN-161	VIN-6-01	P6-T003	674640.42400	5636737.00800
Plot 6	mesic	VIN-162	VIN-6-01	P6-T001	674640.54200	5636736.76600
Plot 6	mesic	VIN-163	VIN-6-01	P6-T001	674640.68300	5636736.97600
Plot 6	mesic	VIN-164	VIN-6-01	P6-T001	674641.18800	5636736.57400
Plot 6	mesic	VIN-165	VIN-6-01	P6-T001	674640.15600	5636737.33800
Plot 6	mesic	VIN-166	VIN-6-01	P6-T007	674639.12800	5636737.97400
Plot 6	mesic	VIN-167	VIN-6-01	P6-T001	674638.76300	5636737.31000
Plot 6	mesic	VIN-168	VIN-6-01	P6-T001	674638.70800	5636736.98400
Plot 6	mesic	VIN-169	VIN-6-01	P6-T001	674638.37100	5636737.10800
Plot 6	mesic	VIN-170	VIN-6-01	P6-T008	674640.26100	5636740.47600
Plot 6	mesic	VIN-171	VIN-6-01	P6-T003	674639.98300	5636739.99400
Plot 6	mesic	VIN-172	VIN-6-01	P6-T007	674639.01100	5636739.16900
Plot 6	mesic	VIN-173	VIN-6-01	P6-T007	674639.33100	5636739.56600
Plot 6	mesic	VIN-174	VIN-6-01	P6-T010	674642.73000	5636737.90500
Plot 6	mesic	VIN-175	VIN-6-01	P6-T037	674642.06000	5636738.94400
Plot 6	mesic	VIN-176	VIN-6-01	P6-T037	674641.76000	5636738.59400
Plot 6	mesic	VIN-177	VIN-6-01	P6-T014	674640.58400	5636738.74000
Plot 6	mesic	VIN-178	VIN-6-01	P6-T001	674639.82000	5636737.79000
Plot 6	mesic	VIN-179	VIN-6-01	P6-T001	674640.32300	5636737.94000
Plot 6	mesic	VIN-180	VIN-6-01	P6-T010	674641.14300	5636736.98000
Plot 6	mesic	VIN-181	VIN-6-01	P6-T003	674641.02600	5636739.40900
Plot 6	mesic	VIN-182	VIN-6-01	P6-T061	674640.77900	5636739.79300
Plot 6	mesic	VIN-183	VIN-6-01	P6-T007	674640.59600	5636739.68000
Plot 6	mesic	VIN-184	VIN-6-01	P6-T010	674641.63700	5636740.08400
Plot 6	mesic	VIN-185	VIN-6-01	P6-T012	674641.35900	5636740.17700
Plot 6	mesic	VIN-186	VIN-6-01	P6-T012	674641.25100	5636740.15200
Plot 6	mesic	VIN-187	VIN-6-01	P6-T117	674643.60000	5636731.33000
Plot 6	mesic	VIN-188	VIN-6-01	P6-T117	674642.86500	5636731.84300
Plot 6	mesic	VIN-189	VIN-6-01	P6-T117	674642.95000	5636731.94700
Plot 6	mesic	VIN-190	VIN-6-01	P6-T117	674642.54600	5636732.01100
Plot 6	mesic	VIN-191	VIN-6-01	P6-T117	674642.08300	5636731.58400
Plot 6	mesic	VIN-192	VIN-6-01	P6-T060	674643.75100	5636732.11700
Plot 6	mesic	VIN-193	VIN-6-01	P6-T117	674643.30900	5636732.32300
Plot 6	mesic	VIN-194	VIN-6-01	P6-T035	674642.52700	5636733.70300
Plot 6	mesic	VIN-195	VIN-6-01	P6-T036	674642.69600	5636732.55700
Plot 6	mesic	VIN-196	VIN-6-01	P6-T036	674642.78900	5636732.89000
Plot 6	mesic	VIN-197	VIN-6-01	P6-T117	674643.83400	5636732.85200
Plot 6	mesic	VIN-198	VIN-6-01	P6-T038	674644.91600	5636732.30100
Plot 6	mesic	VIN-199	VIN-6-01	P6-T035	674644.65400	5636734.27600
Plot 6	mesic	VIN-200	VIN-6-01	P6-T117	674644.23500	5636733.67800
Plot 6	mesic	VIN-201	VIN-6-01	P6-T056	674643.51900	5636734.71100
Plot 6	mesic	VIN-202	VIN-6-01	P6-T117	674643.54500	5636734.68300
Plot 6	mesic	VIN-203	VIN-6-01	P6-T001	674641.64900	5636733.20800
Plot 6	mesic	VIN-204	VIN-6-01	P6-T035	674642.30800	5636734.21200
Plot 6	mesic	VIN-205	VIN-6-01	P6-T002	674639.21500	5636731.36500
Plot 6	mesic	VIN-206	VIN-6-01	P6-T036	674639.87000	5636733.17400
Plot 6	mesic	VIN-207	VIN-6-01	P6-T010	674640.51700	5636734.09100
Plot 6	mesic	VIN-208	VIN-6-01	P6-T036	674640.39700	5636734.48400
Plot 6	mesic	VIN-209	VIN-6-01	P6-T044	674645.63400	5636737.26800
Plot 6	mesic	VIN-210	VIN-6-01	P6-T010	674644.38400	5636736.36600
Plot 6	mesic	VIN-211	VIN-6-01	P6-T035	674644.32200	5636737.43500
Plot 6	mesic	VIN-212	VIN-6-01	P6-T035	674644.02900	5636737.75900
Plot 6	mesic	VIN-213	VIN-6-01	P6-T014	674644.33900	5636737.01300
Plot 6	mesic	VIN-214	VIN-6-01	P6-T035	674643.82600	5636735.08000
Plot 6	mesic	VIN-215	VIN-6-01	P6-T041	674645.41500	5636735.72200
Plot 6	mesic	VIN-216	VIN-6-01	P6-T041	674645.81000	5636735.75100
Plot 6	mesic	VIN-217	VIN-6-01	P6-T037	674644.49200	5636735.63100
Plot 6	mesic	VIN-218	VIN-6-01	P6-T010	674645.53200	5636738.15200
Plot 6	mesic	VIN-219	VIN-6-01	P6-T035	674644.23200	5636736.66700
Plot 6	mesic	VIN-220	VIN-6-01	P6-T037	674644.99100	5636737.51800
Plot 6	mesic	VIN-221	VIN-6-01	P6-T035	674645.01400	5636733.28600
Plot 6	mesic	VIN-222	VIN-6-01	P6-T036	674641.85370	5636734.72011
Plot 6	mesic	VIN-223	VIN-6-01	P6-T041	674644.15311	5636735.60334
Plot 6	mesic	VIN-224	VIN-6-02	P6-T041	674645.66900	5636735.37200
Plot 6	mesic	VIN-225	VIN-6-02	P6-T033	674643.69000	5636734.12200
Plot 6	mesic	VIN-226	VIN-6-02	P6-T035	674644.17500	5636734.69100
Plot 6	mesic	VIN-227	VIN-6-02	P6-T035	674646.18800	5636733.26800
Plot 6	mesic	VIN-228	VIN-6-02	P6-T035	674645.54200	5636734.58700
Plot 6	mesic	VIN-229	VIN-6-02	P6-T041	674646.77100	5636735.75000
Plot 6	mesic	VIN-230	VIN-6-02	P6-T035	674643.70100	5636733.40500
Plot 6	mesic	VIN-231	VIN-6-02	P6-T122	674646.96605	5636735.59412
Plot 6	mesic	VIN-232	VIN-6-02	P6-T038	674645.24899	5636734.69059
Plot 6	mesic	VIN-233	VIN-6-02	P6-T038	674645.75017	5636734.64118
Plot 6	mesic	VIN-234	VIN-6-02	P6-T038	674646.13134	5636735.12824
Plot 6	mesic	VIN-235	VIN-6-02	P6-T044	674645.49958	5636734.15716
Plot 6	mesic	VIN-236	VIN-6-02	P6-T044	674646.90429	5636735.40658
Plot 6	mesic	VIN-237	VIN-6-02	P6-T035	674643.51605	5636733.68952
Plot 6	mesic	VIN-238	VIN-6-03	P6-T121	674639.61600	5636734.36400
Plot 6	mesic	VIN-239	VIN-6-03	P6-T001	674639.07100	5636734.52800
Plot 6	mesic	VIN-240	VIN-6-03	P6-T003	674637.81200	5636734.50600
Plot 6	mesic	VIN-241	VIN-6-03	P6-T001	674637.53100	5636734.06800
Plot 6	mesic	VIN-242	VIN-6-03	P6-T001	674637.55400	5636735.91400
Plot 6	mesic	VIN-243	VIN-6-03	P6-T001	674637.25200	5636734.81900
Plot 6	mesic	VIN-244	VIN-6-03	P6-T002	674635.81000	5636734.72300
Plot 6	mesic	VIN-245	VIN-6-03	P6-T001	674636.26412	5636734.86412
Plot 6	mesic	VIN-246	VIN-6-03	P6-T007	674637.97500	5636736.17300
Plot 6	mesic	VIN-247	VIN-6-03	P6-T001	674638.18134	5636737.40687
Plot 6	mesic	VIN-248	VIN-6-03	P6-T001	674637.36800	5636736.22300
Plot 6	mesic	VIN-249	VIN-6-03	P6-T019	674637.36800	5636736.21400
Plot 6	mesic	VIN-250	VIN-6-03	P6-T001	674637.75000	5636735.53400
Plot 6	mesic	VIN-251	VIN-6-03	P6-T007	674637.75900	5636736.70700
Plot 6	mesic	VIN-252	VIN-6-03	P6-T101	674638.29300	5636737.30800
Plot 6	mesic	VIN-253	VIN-6-03	P6-T001	674637.91900	5636738.75100
Plot 6	mesic	VIN-254	VIN-6-03	P6-T019	674636.11894	5636737.39771
Plot 6	mesic	VIN-255	VIN-6-03	P6-T019	674634.86935	5636736.60994
Plot 6	mesic	VIN-256	VIN-6-04	P6-T035	674640.90000	5636729.66500
Plot 6	mesic	VIN-257	VIN-6-04	P6-T036	674640.81700	5636729.68200
Plot 6	mesic	VIN-258	VIN-6-05	P6-T019	674636.22100	5636737.64941
Plot 6	mesic	VIN-259	VIN-6-06	P6-T083	674643.58727	5636736.43662
Plot 6	mesic	VIN-260	VIN-6-06	P6-T041	674643.62370	5636735.94128
Plot 6	mesic	VIN-261	VIN-6-06	P6-T041	674645.34605	5636736.56246
Plot 6	mesic	VIN-262	VIN-6-06	P6-T041	674644.01665	5636736.34515
Plot 6	mesic	VIN-263	VIN-6-06	P6-T035	674644.00606	5636736.34515
Plot 6	mesic	VIN-264	VIN-6-06	P6-T038	674643.68841	5636735.84751
Plot 6	mesic	VIN-265	VIN-6-06	P6-T038	674643.45547	5636735.97456
Plot 6	mesic	VIN-266	VIN-6-06	P6-T038	674643.49782	5636736.62045
Plot 6	mesic	VIN-267	VIN-6-06	P6-T038	674643.49782	5636736.62045
Plot 6	mesic	VIN-268	VIN-6-06	P6-T038	674642.87312	5636736.84280
Plot 6	mesic	VIN-269	VIN-6-06	P6-T035	674641.12840	5636735.88922
Plot 6	mesic	VIN-270	VIN-6-06	P6-T035	674643.45782	5636735.34922
Plot 6	mesic	VIN-271	VIN-6-06	P6-T041	674645.31782	5636736.77864
Plot 6	mesic	VIN-272	VIN-6-06	P6-T041	674642.59134	5636736.08158
Plot 6	mesic	VIN-273	VIN-6-06	P6-T079	674645.48634	5636736.49187
Plot 6	mesic	VIN-274	VIN-6-06	P6-T035	674642.99052	5636736.49797
Plot 6	mesic	VIN-275	VIN-6-06	P6-T041	674642.92299	5636736.42651
Plot 6	mesic	VIN-276	VIN-6-07	P6-T035	674646.49400	5636733.74300
Plot 6	mesic	VIN-277	VIN-6-08	P6-T041	674648.06300	5636734.20000
Plot 6	mesic	VIN-278	VIN-6-09	P6-T051	674643.46100	5636741.05500
Plot 6	mesic	VIN-279	VIN-6-09	P6-T037	674644.69700	5636739.11400
Plot 6	mesic	VIN-280	VIN-6-10	P6-T009	674641.06600	5636740.66000
